year,gq,gqtypeg,farm,ownershg,value,rent,ftotinc,nfams,ncouples,nmothers,nfathers,momloc,stepmom,momrule,poploc,steppop,poprule,sploc,sprule,famsize,nchild,nchlt5,famunit,eldch,yngch,nsibs,relateg,age,sex,raceg,marst,chborn,school,educrec,schltype,empstatg,labforce,occscore,sei,classwkg,wkswork2,hrswork2,workedyr,inctot,incwage,incbus,incfarm,incss,incwelfr,incother,poverty,migrat5g,movedin,vetstat,binaryClass
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,18205.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,11,Male,Japanese,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,209.0,Same_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,212.0,11300.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,12,12,0,Spouse,50,Female,White,Married_spouse_present,1_child,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,27,64,Works_for_wages_salary,40-47_weeks,49-59_hours,Yes,7205.0,7205.0,0.0,0.0,0.0,0.0,0.0,192.0,,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,48010.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,15,Female,White,Never_married_single,No_children,Yes_in_school,Grade_9,Church-related_(1980),,,0,0,,,,,0.0,999999.0,999999.0,999999.0,0.0,0.0,0.0,501.0,Same_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),85000.0,0.0,19400.0,1,1,2,1,0,0,0,0,0,0,2,1,4,1,1,1,2,2,0,Head_Householder,60,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,37,49,Works_for_wages_salary,40-47_weeks,40_hours,Yes,11570.0,8885.0,0.0,0.0,0.0,0.0,2685.0,254.0,,2,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,18005.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,11,11,0,Head_Householder,31,Female,White,Divorced,1_child,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,40,77,Works_for_wages_salary,50-52_weeks,40_hours,Yes,18005.0,18005.0,0.0,0.0,0.0,0.0,0.0,358.0,Same_state_countydifferent_house,2,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,35420.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,14,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Church-related_(1980),,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,407.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,7620.0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,11,8,0,Head_Householder,35,Female,White,Divorced,2__children,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,25,44,Works_for_wages_salary,50-52_weeks,40_hours,Yes,7620.0,7415.0,0.0,0.0,0.0,0.0,0.0,130.0,Same_state_different_county,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),67500.0,0.0,15740.0,1,1,2,1,3,0,2,0,0,0,0,0,7,0,0,1,99,99,3,Grandchild,12,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,139.0,Same_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,33395.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,12,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,451.0,Same_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,262.0,12505.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,29,Female,White,Divorced,No_children,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,40_hours,Yes,12505.0,12505.0,0.0,0.0,0.0,0.0,0.0,330.0,,2,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,3175.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,87,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,Same_house,2,Yes,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,1.0,18205.0,2,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,99,99,0,Child,13,Female,White,Never_married_single,,Yes_in_school,Grade_5-8,Church-related_(1980),,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,362.0,Same_state_countydifferent_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,212.0,10160.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,62,Female,White,Divorced,1_child,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,22,51,Works_for_wages_salary,50-52_weeks,40_hours,Yes,10160.0,10005.0,0.0,0.0,0.0,0.0,0.0,268.0,Same_house,5,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,155.0,3840.0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,99,99,1,Sibling,1,Female,White,Never_married_single,,No_not_in_school,,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,65.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,53330.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,Child,16,Female,White,Never_married_single,No_children,Yes_in_school,Grade_10,Public_school,Unemployed,Yes_in_labor_force,0,0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,Same_house,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,375.0,6510.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,18,18,0,Head_Householder,39,Female,White,Divorced,4,No_not_in_school,Grade_11,,Employed,Yes_in_labor_force,11,16,Works_for_wages_salary,50-52_weeks,30-34_hours,Yes,4505.0,4505.0,0.0,0.0,0.0,0.0,0.0,133.0,,1,No_Service,P
98,Other_group_quarters,Rooming_house,Non-Farm,,999999.0,0.0,999999.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Other_non-relatives,90,Female,White,Widowed,No_children,No_not_in_school,Grade_5-8,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,4355.0,0.0,0.0,0.0,0.0,4355.0,0.0,0.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),23750.0,0.0,17985.0,1,1,1,0,3,1,1,0,0,0,1,1,3,0,0,1,99,99,0,Spouse,60,Female,White,Married_spouse_present,No_children,No_not_in_school,Grade_12,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),200000.0,0.0,54245.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,13,Female,White,Never_married_single,,Yes_in_school,Grade_5-8,Other_private_1980,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,Same_state_countydifferent_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,24165.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,24,Male,Japanese,Married_spouse_present,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,15,26,Works_for_wages_salary,50-52_weeks,60+_hours,Yes,16160.0,16005.0,0.0,0.0,0.0,0.0,0.0,495.0,Abroad,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,46485.0,1,1,1,1,2,0,1,1,0,1,0,0,3,0,0,1,99,99,0,Child,0,Female,White,Never_married_single,,No_not_in_school,,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,501.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),95000.0,0.0,37850.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,40,Female,Other_race_nec,Married_spouse_present,No_children,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,24,44,Works_for_wages_salary,50-52_weeks,40_hours,Yes,14805.0,14805.0,0.0,0.0,0.0,0.0,0.0,501.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,85.0,4810.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,72,Female,Black_Negro,Widowed,12_(12+_1960-1990),No_not_in_school,Grade_1-4,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,4810.0,0.0,0.0,0.0,4445.0,0.0,0.0,137.0,,6,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,26305.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,26,Male,White,Never_married_single,,No_not_in_school,4+_years_of_college,,Employed,Yes_in_labor_force,35,68,Works_for_wages_salary,50-52_weeks,40_hours,Yes,26305.0,26305.0,0.0,0.0,0.0,0.0,0.0,501.0,Different_state,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,450.0,9660.0,4,1,1,1,0,0,0,0,0,0,2,1,4,1,1,1,1,1,1,Head_Householder,29,Male,Chinese,Married_spouse_present,,Yes_in_school,1_to_3_years_of_college,Public_school,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,Abroad,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,7205.0,1,0,1,0,0,0,0,0,0,0,0,0,5,4,0,1,16,5,0,Head_Householder,35,Female,White,Divorced,4,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,18,44,Works_for_wages_salary,50-52_weeks,40_hours,Yes,7205.0,7205.0,0.0,0.0,0.0,0.0,0.0,84.0,Same_state_countydifferent_house,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,135.0,8045.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,3,Male,White,Never_married_single,,Yes_in_school,None_or_preschool,Church-related_(1980),,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,160.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,262.0,24005.0,1,1,1,1,1,0,1,2,0,1,0,0,5,0,0,1,99,99,2,Child,2,Female,White,Never_married_single,,No_not_in_school,,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,276.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,18005.0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,99,99,0,Child,11,Female,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,358.0,Same_state_countydifferent_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,262.0,11005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,21,Female,White,Never_married_single,No_children,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,25,44,Works_for_wages_salary,50-52_weeks,40_hours,Yes,11005.0,11005.0,0.0,0.0,0.0,0.0,0.0,290.0,Same_state_countydifferent_house,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,500.0,26910.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,15,Male,White,Never_married_single,,Yes_in_school,Grade_5-8,Public_school,,,0,0,,,,,0.0,999999.0,999999.0,999999.0,0.0,0.0,0.0,309.0,Same_state_countydifferent_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),112500.0,0.0,39520.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,20,Male,White,Never_married_single,,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,24,47,Works_for_wages_salary,50-52_weeks,40_hours,Yes,6005.0,6005.0,0.0,0.0,0.0,0.0,0.0,393.0,,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,145.0,9105.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,Sibling,82,Female,White,Widowed,No_children,No_not_in_school,Grade_5-8,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,4830.0,0.0,0.0,0.0,3265.0,1565.0,0.0,207.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),37500.0,0.0,4810.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,72,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,2405.0,0.0,0.0,0.0,2405.0,0.0,0.0,109.0,Same_house,7,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),62500.0,0.0,75000.0,1,1,2,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,2,Child,24,Male,Black_Negro,Never_married_single,,No_not_in_school,1_to_3_years_of_college,,Employed,Yes_in_labor_force,22,20,Works_for_wages_salary,48-49_weeks,49-59_hours,Yes,17505.0,17505.0,0.0,0.0,0.0,0.0,0.0,501.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,262.0,8005.0,1,1,1,1,2,0,1,1,0,1,0,0,6,0,0,1,99,99,3,Child,7,Male,White,Never_married_single,,No_not_in_school,Grade_1-4,,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,82.0,,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,450.0,11150.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,15,15,0,Head_Householder,46,Male,White,Married_spouse_present,,No_not_in_school,None_or_preschool,,Employed,Yes_in_labor_force,41,68,Self-employed,50-52_weeks,40_hours,Yes,11150.0,10925.0,0.0,0.0,0.0,0.0,0.0,190.0,,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),72500.0,0.0,24110.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,Head_Householder,42,Male,White,Married_spouse_present,,No_not_in_school,4+_years_of_college,,Employed,Yes_in_labor_force,11,18,Works_for_wages_salary,50-52_weeks,40_hours,Yes,19505.0,19505.0,0.0,0.0,0.0,0.0,0.0,494.0,,1,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),999999.0,0.0,23925.0,1,1,1,1,1,0,1,2,0,1,0,0,7,0,0,1,99,99,4,Child,23,Female,White,Never_married_single,No_children,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,26,52,Works_for_wages_salary,50-52_weeks,40_hours,Yes,1960.0,955.0,0.0,0.0,0.0,0.0,0.0,202.0,,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,287.0,13445.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,Child,5,Female,White,Never_married_single,,Yes_in_school,None_or_preschool,Other_private_1980,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,229.0,Same_state_countydifferent_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),137500.0,0.0,26870.0,1,1,1,1,2,0,1,1,0,1,0,0,5,0,0,1,99,99,2,Child,17,Female,White,Never_married_single,No_children,Yes_in_school,Grade_11,Public_school,Not_in_labor_force,No_not_in_labor_force,0,0,,,,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,185.0,4005.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,Child,11,Male,White,Never_married_single,,Yes_in_school,Grade_1-4,Public_school,,,0,0,,,,,999999.0,999999.0,999999.0,999999.0,99999.0,99999.0,99999.0,37.0,Same_house,0,,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,325.0,12005.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,Head_Householder,30,Male,Japanese,Separated,,No_not_in_school,Grade_5-8,,Employed,Yes_in_labor_force,24,47,Works_for_wages_salary,50-52_weeks,49-59_hours,Yes,12005.0,12005.0,0.0,0.0,0.0,0.0,0.0,316.0,,1,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,175.0,18220.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,Child,19,Female,Other_Asian_or_Pacific,Never_married_single,No_children,Yes_in_school,Grade_10,Public_school,Unemployed,Yes_in_labor_force,18,44,Works_for_wages_salary,1-13_weeks,,Yes,805.0,805.0,0.0,0.0,0.0,0.0,0.0,242.0,,0,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,175.0,3305.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,Other_non-relatives,38,Female,Black_Negro,Divorced,2__children,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,26,22,Works_for_wages_salary,,35-39_hours,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,500.0,55815.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,Spouse,54,Female,White,Married_spouse_present,2__children,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,41,68,Works_for_wages_salary,50-52_weeks,40_hours,Yes,44205.0,44205.0,0.0,0.0,0.0,0.0,0.0,501.0,,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Owned_or_being_bought_(loan),175000.0,0.0,29125.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,16,14,0,Head_Householder,38,Male,White,Married_spouse_present,,No_not_in_school,Grade_12,,Employed,Yes_in_labor_force,35,62,Works_for_wages_salary,50-52_weeks,40_hours,Yes,11810.0,5005.0,0.0,0.0,0.0,0.0,0.0,394.0,,5,No_Service,P
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,212.0,15530.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,11,9,0,Spouse,30,Female,Black_Negro,Married_spouse_present,2__children,Yes_in_school,1_to_3_years_of_college,Public_school,Employed,Yes_in_labor_force,30,65,Works_for_wages_salary,48-49_weeks,15-29_hours,Yes,1315.0,1315.0,0.0,0.0,0.0,0.0,0.0,210.0,Same_house,0,No_Service,N
98,HH_in_1970_definition_but_sampled_as_larger_unit,NA_(household),Non-Farm,Rented,999999.0,237.0,11005.0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,20,6,0,Head_Householder,45,Female,White,Separated,7,No_not_in_school,None_or_preschool,,Employed,Yes_in_labor_force,17,26,Works_for_wages_salary,27-39_weeks,40_hours,Yes,11005.0,11005.0,0.0,0.0,0.0,0.0,0.0,149.0,,5,No_Service,N
